ID,Genero,Ocupación,Plan_Internacional,Min_En_Dia,Min_Internacionales,Reclamos,Llamadas_Internacionales,Desafiliado
2937,Femenino,Negocios,no,288.8,9.5,0,2,si
2938,Femenino,Proyectos personales,no,108.6,13.4,0,4,no
2939,Masculino,Proyectos personales,no,97.5,7,1,5,no
2940,Femenino,Otros,no,166.5,13.3,0,5,no
2941,Femenino,Otros,no,156.2,7.3,1,5,no
2942,Masculino,Proyectos personales,no,225.2,11.5,4,1,no
2943,Masculino,Proyectos personales,si,287.4,10,1,3,si
2944,Masculino,Negocios,no,175.3,7.8,0,2,no
2945,Masculino,Proyectos personales,no,102.1,9.8,0,5,no
2946,Masculino,Proyectos personales,no,157.9,14,0,2,no
2947,Femenino,Negocios,no,146.5,4.1,1,4,no
2948,Femenino,Otros,no,245.8,9,1,13,si
2949,Masculino,Otros,si,177.7,10.5,1,5,no
2950,Masculino,Proyectos personales,si,250.8,10,2,5,no
2951,Masculino,Negocios,no,117.8,11.8,0,4,si
2952,Masculino,Proyectos personales,no,119.7,12.9,2,7,no
2953,Femenino,Negocios,no,242.2,8.2,5,3,si
2954,Masculino,Educación,no,163.4,9.8,7,4,no
2955,Masculino,Educación,no,161,8.4,3,4,no
2956,Femenino,Otros,no,128.7,10.3,1,5,no
2957,Femenino,Proyectos personales,no,81.6,8.6,1,18,no
2958,Femenino,Negocios,no,207.7,7.3,1,1,no
2959,Masculino,Otros,no,128.6,6.3,6,2,si
2960,Masculino,Proyectos personales,no,233.3,9.1,1,4,no
2961,Masculino,Negocios,no,182.1,10,5,3,si
2962,Femenino,Otros,no,168,8,6,2,si
2963,Femenino,Proyectos personales,no,251.6,5.4,1,5,no
2964,Femenino,Proyectos personales,no,183.8,11.6,0,7,no
2965,Femenino,Educación,no,256.4,7.9,3,1,si
2966,Masculino,Educación,no,180.2,8.4,1,3,no
2967,Masculino,Negocios,no,227.8,8,1,5,no
2968,Femenino,Proyectos personales,no,147.8,10.2,0,6,no
2969,Masculino,Educación,no,234.9,13.9,1,2,si
2970,Masculino,Proyectos personales,no,110.9,7.9,2,2,no
2971,Masculino,Otros,no,124.5,6.4,1,12,no
2972,Masculino,Negocios,si,233.5,9.6,0,2,si
2973,Masculino,Educación,no,197.3,10.1,2,4,si
2974,Femenino,Otros,no,58.2,10.4,0,5,no
2975,Masculino,Proyectos personales,no,212.7,7,1,6,no
2976,Masculino,Negocios,no,151.5,11.8,0,4,no
2977,Masculino,Proyectos personales,si,146.3,11.5,1,5,no
2978,Masculino,Otros,no,195.1,6.7,0,2,no
2979,Femenino,Negocios,no,208.9,13,1,5,no
2980,Masculino,Educación,no,135.7,8.8,7,3,si
2981,Femenino,Negocios,no,225.9,14.3,3,3,si
2982,Masculino,Proyectos personales,no,122.2,9.7,1,6,no
2983,Masculino,Educación,no,153.3,8.9,2,5,no
2984,Femenino,Negocios,no,214,7.9,1,4,no
2985,Masculino,Otros,no,194.8,10.8,1,6,no
2986,Femenino,Educación,no,206.7,11,3,5,no
2987,Femenino,Educación,no,188,10.5,2,3,no
2988,Femenino,Negocios,si,122.3,13.7,3,3,si
2989,Masculino,Otros,no,259.3,12,3,5,no
2990,Masculino,Proyectos personales,si,115.1,13.8,2,3,si
2991,Femenino,Otros,no,172.9,8.3,1,6,no
2992,Masculino,Negocios,si,156.4,7.3,1,5,no
2993,Femenino,Otros,no,128.1,11.6,1,3,no
2994,Femenino,Proyectos personales,no,196.6,12.5,1,3,no
2995,Femenino,Proyectos personales,no,227.9,5.5,1,7,si
2996,Femenino,Proyectos personales,no,194.9,13.2,2,2,no
2997,Masculino,Negocios,no,44.9,13.3,1,3,no
2998,Femenino,Educación,no,262.8,7.8,0,2,no
2999,Masculino,Educación,no,211.2,12.3,0,3,no
3000,Masculino,Otros,no,204,9.6,1,5,no
3001,Masculino,Otros,no,223.2,14.5,3,4,no
3002,Masculino,Educación,no,119,11.5,1,3,no
3003,Masculino,Educación,no,266.1,8.9,3,8,si
3004,Femenino,Otros,no,134.4,9.4,1,3,no
3005,Masculino,Negocios,no,171.1,16.2,1,3,no
3006,Femenino,Educación,no,170.5,10.5,2,2,no
3007,Femenino,Educación,no,178.5,9.9,1,7,no
3008,Masculino,Proyectos personales,no,205.2,14.1,3,5,no
3009,Femenino,Proyectos personales,no,232.8,13,0,2,no
3010,Femenino,Otros,no,239.9,6.7,5,3,no
3011,Masculino,Negocios,no,55.6,12.1,2,3,no
3012,Femenino,Otros,no,153.5,10.6,1,3,no
3013,Femenino,Negocios,no,109.8,11.1,1,3,no
3014,Femenino,Otros,no,196.1,5.2,2,6,no
3015,Masculino,Otros,no,166.8,11.8,0,4,no
3016,Femenino,Negocios,no,113.2,7.1,2,7,no
3017,Masculino,Negocios,no,203,14.6,1,9,no
3018,Femenino,Educación,no,242.8,6,5,3,no
3019,Masculino,Proyectos personales,no,156.5,12.2,2,2,no
3020,Femenino,Proyectos personales,no,266.7,13.8,3,3,si
3021,Femenino,Otros,no,182,9.8,1,4,no
3022,Masculino,Otros,no,85.9,10.1,0,2,no
3023,Masculino,Educación,no,146.6,2.9,0,7,no
3024,Masculino,Educación,no,110.5,13.9,4,2,si
3025,Femenino,Proyectos personales,no,118.6,11.5,1,5,no
3026,Masculino,Proyectos personales,no,197.6,15.6,2,12,no
3027,Masculino,Educación,no,210.3,10.8,6,4,no
3028,Masculino,Negocios,no,220.3,9.4,4,6,no
3029,Masculino,Negocios,no,150,12.5,1,6,no
3030,Femenino,Proyectos personales,no,161.7,9.2,0,4,no
3031,Femenino,Proyectos personales,no,191.4,14,3,5,no
3032,Femenino,Negocios,si,146.7,12.5,3,3,no
3033,Masculino,Otros,no,109.4,7.8,1,7,no
3034,Masculino,Proyectos personales,no,144.1,13.6,1,3,no
3035,Femenino,Negocios,no,248.9,11.2,1,8,no
3036,Femenino,Educación,no,85.7,11.6,4,3,si
3037,Femenino,Otros,no,214.8,9.4,3,5,no
3038,Femenino,Proyectos personales,no,158.9,6.5,0,4,no
3039,Femenino,Educación,no,110,6.4,2,3,no
3040,Masculino,Negocios,no,152.8,10.5,1,2,no
3041,Femenino,Negocios,no,145.6,10.5,0,4,no
3042,Femenino,Otros,no,93.3,6.5,0,4,no
3043,Femenino,Negocios,no,216.8,8.3,0,2,no
3044,Femenino,Otros,no,201.9,9,1,2,no
3045,Masculino,Educación,no,146.4,8.5,1,2,no
3046,Femenino,Educación,no,272.7,10.5,2,3,si
3047,Femenino,Otros,no,18.9,14.8,1,4,no
3048,Masculino,Negocios,no,172.8,12.8,2,5,no
3049,Femenino,Proyectos personales,no,190.2,14,0,6,no
3050,Masculino,Negocios,no,130.6,15.6,3,3,no
3051,Masculino,Proyectos personales,no,158.4,13.5,4,4,si
3052,Masculino,Negocios,no,166.5,15.6,1,2,no
3053,Femenino,Proyectos personales,no,129.3,12.9,2,2,no
3054,Masculino,Otros,no,199.3,7,0,10,no
3055,Masculino,Negocios,no,185.1,9.1,0,7,no
3056,Femenino,Proyectos personales,no,175.4,9.7,2,2,no
3057,Masculino,Proyectos personales,no,263.4,10.7,2,2,no
3058,Masculino,Otros,no,94.2,7.3,1,3,no
3059,Femenino,Negocios,no,189.4,7.1,3,8,no
3060,Femenino,Proyectos personales,no,118,11.8,2,2,no
3061,Femenino,Proyectos personales,no,212.1,8.4,3,5,no
3062,Masculino,Educación,no,222,12.4,2,6,no
3063,Femenino,Negocios,no,222.8,13,0,4,no
3064,Femenino,Educación,no,190,12.2,1,2,no
3065,Femenino,Otros,no,271.8,8.7,4,2,si
3066,Masculino,Otros,no,195.4,8.4,3,6,no
3067,Masculino,Proyectos personales,no,199.6,7.2,3,5,no
3068,Femenino,Otros,no,100,10.1,0,4,no
3069,Femenino,Otros,no,160.6,9.5,2,1,no
3070,Femenino,Proyectos personales,no,158.7,9.9,1,3,no
3071,Masculino,Otros,no,154.5,12,3,2,si
3072,Masculino,Otros,no,192.3,6.3,1,12,no
3073,Femenino,Educación,no,305.1,8.5,0,5,si
3074,Masculino,Negocios,no,193,7.4,2,5,no
3075,Femenino,Otros,no,72.5,6.6,1,3,no
3076,Femenino,Proyectos personales,no,105.2,6.3,2,3,no
3077,Masculino,Educación,no,180.5,10,2,3,no
3078,Masculino,Otros,no,214.7,14.3,0,2,no
3079,Femenino,Otros,no,86.8,13.2,1,3,no
3080,Masculino,Educación,no,131.5,7.9,5,2,si
3081,Femenino,Negocios,no,135.4,17.5,0,4,no
3082,Femenino,Negocios,no,174.3,5.9,6,3,no
3083,Femenino,Negocios,no,203.9,12.1,3,4,no
3084,Masculino,Negocios,no,235.5,12.5,0,5,no
3085,Femenino,Negocios,no,157,12.1,2,2,no
3086,Masculino,Proyectos personales,si,111.9,10,3,7,no
3087,Femenino,Negocios,si,236.3,11.2,3,8,no
3088,Femenino,Otros,no,163.6,8.6,0,9,no
3089,Masculino,Negocios,no,213.6,8.9,1,3,no
3090,Femenino,Otros,no,143.4,9.4,3,4,no
3091,Femenino,Educación,no,78.3,12.1,1,4,no
3092,Femenino,Educación,no,97.1,10.6,1,3,no
3093,Femenino,Negocios,no,94.1,10.1,0,2,no
3094,Femenino,Proyectos personales,no,226.3,8.2,2,3,si
3095,Femenino,Proyectos personales,no,133.8,10.5,1,2,no
3096,Femenino,Proyectos personales,no,190.3,10.6,1,4,no
3097,Femenino,Proyectos personales,no,294.9,9.8,3,5,no
3098,Femenino,Negocios,no,185.4,10,2,11,no
3099,Femenino,Negocios,no,179.5,12,0,4,no
3100,Masculino,Otros,no,158,10.1,0,10,no
3101,Masculino,Otros,no,173,10.4,0,2,no
3102,Masculino,Otros,no,134.2,8.2,1,5,no
3103,Femenino,Educación,no,125.2,12.6,3,9,no
3104,Femenino,Otros,no,195.9,13.2,2,1,no
3105,Masculino,Negocios,no,214.2,10.3,0,2,no
3106,Femenino,Educación,no,221.1,9.5,0,1,no
3107,Femenino,Otros,no,132,11.6,1,5,no
3108,Femenino,Negocios,no,157.6,9.1,1,4,no
3109,Masculino,Otros,no,110.3,11,2,8,no
3110,Femenino,Educación,si,161.5,11.2,0,13,no
3111,Femenino,Otros,no,171.8,10.6,1,7,no
3112,Masculino,Educación,no,211,11.4,1,5,no
3113,Masculino,Proyectos personales,no,139.3,9.3,7,3,si
3114,Femenino,Otros,no,291.6,14,2,9,si
3115,Femenino,Proyectos personales,no,139,12.1,0,1,no
3116,Masculino,Proyectos personales,no,234.8,10,4,1,no
3117,Femenino,Otros,no,187.6,8.8,1,1,no
3118,Femenino,Negocios,no,159.8,13.1,2,7,no
3119,Masculino,Proyectos personales,no,177.1,5.2,1,5,no
3120,Masculino,Negocios,no,117.9,11.4,0,10,no
3121,Masculino,Proyectos personales,no,247.6,10.8,2,6,no
3122,Femenino,Otros,no,169.9,8.5,1,7,no
3123,Femenino,Negocios,no,185,14.1,3,3,no
3124,Masculino,Educación,no,204.9,11.3,0,5,no
3125,Masculino,Otros,no,225.5,9.4,3,2,no
3126,Femenino,Proyectos personales,no,169.7,10.5,4,3,si
3127,Masculino,Educación,no,239.3,10.6,0,6,no
3128,Masculino,Otros,no,113.3,11.7,4,2,si
3129,Masculino,Negocios,no,161.9,10.2,3,11,no
3130,Masculino,Negocios,no,133.3,5.6,2,4,no
3131,Masculino,Otros,no,170.7,8.7,3,1,no
3132,Masculino,Educación,no,189.7,8.3,5,3,no
3133,Masculino,Proyectos personales,no,322.3,7.8,2,5,si
3134,Femenino,Otros,no,124.4,10.4,2,4,no
3135,Femenino,Educación,no,146.9,11.4,3,5,no
3136,Masculino,Negocios,no,192.6,10.8,1,3,no
3137,Masculino,Proyectos personales,no,96.3,10.3,1,2,no
3138,Femenino,Negocios,no,131.9,14.7,3,5,no
3139,Femenino,Educación,no,147.2,13.3,2,3,no
3140,Femenino,Negocios,no,143.1,7.1,2,5,no
3141,Femenino,Educación,no,280.4,15.2,5,6,no
3142,Femenino,Proyectos personales,no,237.2,10.7,1,4,no
3143,Masculino,Otros,no,184.2,12.8,2,4,no
3144,Masculino,Otros,no,109.1,10,3,4,no
3145,Femenino,Educación,no,138.1,10.3,5,2,si
3146,Masculino,Proyectos personales,no,186.8,8.8,3,4,no
3147,Masculino,Educación,no,155.4,13.9,1,5,no
3148,Masculino,Educación,no,245.3,8.5,4,4,no
3149,Femenino,Proyectos personales,si,205.9,11,0,2,si
3150,Masculino,Proyectos personales,no,207.2,11.9,1,4,no
3151,Masculino,Negocios,no,151.5,10.7,2,5,no
3152,Masculino,Otros,no,221.9,7.1,0,5,si
3153,Femenino,Proyectos personales,no,190,9.5,1,4,no
3154,Femenino,Otros,no,220.8,10.5,2,4,no
3155,Masculino,Educación,no,173.7,6.3,2,3,no
3156,Masculino,Proyectos personales,no,114.8,9.6,2,4,no
3157,Femenino,Educación,no,113.8,10.4,3,1,no
3158,Femenino,Otros,si,143.2,6.2,4,4,si
3159,Femenino,Otros,no,184.4,9.3,3,5,no
3160,Femenino,Proyectos personales,no,227.4,7.8,1,6,no
3161,Masculino,Educación,no,224,2.1,0,5,no
3162,Femenino,Otros,no,216.2,10,2,5,no
3163,Masculino,Proyectos personales,no,129.9,13.3,0,3,no
3164,Femenino,Otros,no,230.1,6.9,2,3,no
3165,Masculino,Educación,no,204.4,11,1,5,no
3166,Masculino,Otros,no,216.6,9.1,1,3,no
3167,Femenino,Negocios,no,247.5,10.2,2,2,si
3168,Femenino,Proyectos personales,no,228.1,9,1,2,no
3169,Femenino,Negocios,no,225.9,11.2,1,4,si
3170,Masculino,Otros,no,103.5,12,4,3,si
3171,Femenino,Proyectos personales,no,115.5,7.5,0,6,no
3172,Masculino,Proyectos personales,no,218.8,9.7,1,6,no
3173,Masculino,Negocios,no,223.8,12.3,3,5,no
3174,Femenino,Proyectos personales,no,143.8,12.9,3,4,no
3175,Masculino,Negocios,no,29.9,8.6,2,6,no
3176,Masculino,Negocios,no,276.7,8.3,0,3,no
3177,Femenino,Educación,no,141.4,8.1,0,4,no
3178,Masculino,Otros,no,153.9,12.8,1,5,no
3179,Masculino,Negocios,no,190.5,13.8,0,5,no
3180,Masculino,Otros,no,192.6,9.4,1,4,no
3181,Femenino,Proyectos personales,si,151.8,12.2,1,4,no
3182,Femenino,Educación,no,215.6,10.1,5,4,no
3183,Femenino,Proyectos personales,no,180,7.8,3,8,no
3184,Masculino,Negocios,no,157.3,8.4,2,4,no
3185,Masculino,Negocios,no,196.5,6.8,0,3,no
3186,Masculino,Educación,no,240.3,11.9,0,3,no
3187,Femenino,Proyectos personales,no,193.3,9.4,3,6,no
3188,Femenino,Proyectos personales,no,211.9,5.4,1,4,no
3189,Masculino,Proyectos personales,si,218.7,8.2,1,5,no
3190,Masculino,Otros,si,246.8,13.2,0,5,si
3191,Femenino,Educación,no,174.7,15.8,6,3,si
3192,Masculino,Educación,no,240,9.3,0,2,si
3193,Femenino,Otros,no,181.2,5,2,3,no
3194,Femenino,Otros,no,113.7,10.8,1,3,no
3195,Masculino,Educación,no,174.7,13.4,0,1,no
3196,Femenino,Otros,no,211.1,9.7,2,9,no
3197,Masculino,Proyectos personales,no,169.3,12.2,1,3,no
3198,Masculino,Negocios,no,247.4,11.3,0,2,no
3199,Masculino,Otros,no,131.2,12.8,2,2,no
3200,Femenino,Proyectos personales,no,161.4,11.8,1,5,no
3201,Femenino,Educación,si,107.2,9.7,1,4,no
3202,Femenino,Proyectos personales,no,211.9,8.8,1,5,no
3203,Femenino,Otros,no,160.4,6.9,3,4,no
3204,Masculino,Proyectos personales,no,230.7,6.4,1,3,no
3205,Masculino,Proyectos personales,no,232.6,10.5,1,9,no
3206,Masculino,Proyectos personales,no,294.7,10.8,1,3,si
3207,Masculino,Otros,no,133.4,10.2,1,13,no
3208,Masculino,Negocios,no,306.2,11.7,0,2,no
3209,Femenino,Negocios,no,236.8,10.4,2,5,no
3210,Femenino,Otros,si,125.7,14.2,3,6,si
3211,Femenino,Otros,si,168.4,11.4,1,3,no
3212,Femenino,Negocios,no,70.9,12,2,6,no
3213,Femenino,Otros,no,105,3.7,0,4,no
3214,Femenino,Negocios,no,152.1,12,1,7,no
3215,Masculino,Educación,si,180.9,8.8,3,9,no
3216,Masculino,Otros,no,156.6,9.4,1,6,no
3217,Masculino,Proyectos personales,no,180.5,2.4,0,3,no
3218,Masculino,Educación,no,238.8,13.2,1,8,no
3219,Masculino,Negocios,no,182.1,13.4,2,9,no
3220,Femenino,Negocios,no,139.6,8.8,2,2,no
3221,Masculino,Educación,no,200.3,10.2,0,5,no
3222,Masculino,Otros,no,153.5,8.5,1,6,no
3223,Masculino,Negocios,si,128.2,11.7,3,6,no
3224,Femenino,Educación,no,159.5,16.7,2,2,no
3225,Femenino,Educación,no,226.4,12.3,3,4,si
3226,Femenino,Educación,no,251.9,8.4,2,3,no
3227,Femenino,Proyectos personales,no,264.5,7.5,2,4,si
3228,Femenino,Educación,no,153.7,10.7,0,2,no
3229,Masculino,Proyectos personales,no,232.1,15,5,6,no
3230,Masculino,Otros,no,201.9,7.8,1,10,no
3231,Femenino,Otros,no,186.9,4.2,1,14,no
3232,Masculino,Negocios,no,196.6,6.6,1,5,no
3233,Femenino,Negocios,no,232.1,9.9,1,3,no
3234,Femenino,Proyectos personales,no,166,6.3,0,7,no
3235,Masculino,Negocios,no,200.6,2.5,1,5,no
3236,Masculino,Educación,no,141,4.9,3,2,no
3237,Masculino,Proyectos personales,no,245,7.5,0,8,no
3238,Femenino,Negocios,si,140.8,10.9,1,7,no
3239,Femenino,Proyectos personales,no,255.1,8.8,3,3,si
3240,Masculino,Proyectos personales,no,125,10.2,2,7,no
3241,Femenino,Proyectos personales,no,180.6,5,1,3,no
3242,Masculino,Educación,si,248.7,11.3,1,2,si
3243,Femenino,Proyectos personales,no,178.1,8.4,0,2,no
3244,Masculino,Proyectos personales,si,122.2,10.3,5,9,si
3245,Femenino,Proyectos personales,no,231.3,7.2,1,7,no
3246,Masculino,Proyectos personales,no,111.2,12.6,3,2,no
3247,Femenino,Otros,si,103.2,11.9,0,2,si
3248,Masculino,Educación,no,138.4,3.9,4,9,si
3249,Femenino,Proyectos personales,no,146.3,11.5,0,3,no
3250,Masculino,Otros,no,206.3,11.7,0,6,no
3251,Masculino,Educación,no,132,13.5,0,4,no
3252,Femenino,Negocios,no,274.6,9.2,2,4,no
3253,Masculino,Educación,no,185.3,11.7,0,3,no
3254,Femenino,Otros,no,154.8,9,1,4,no
3255,Femenino,Negocios,no,179.2,14.7,1,5,no
3256,Masculino,Educación,si,286.2,11,2,4,si
3257,Masculino,Negocios,no,268,17,3,1,no
3258,Femenino,Educación,no,137.5,13.3,2,5,no
3259,Femenino,Proyectos personales,no,243,13.4,2,5,no
3260,Masculino,Educación,no,134.9,15,1,2,no
3261,Masculino,Educación,no,234.2,13.9,1,2,no
3262,Femenino,Proyectos personales,no,175.1,7.3,1,6,no
3263,Femenino,Proyectos personales,no,142.2,10.1,1,5,no
3264,Femenino,Proyectos personales,no,132.4,6,2,1,no
3265,Masculino,Proyectos personales,no,97.8,5.9,0,2,no
3266,Femenino,Otros,no,266.9,11,3,6,si
3267,Femenino,Educación,no,155.2,9.7,3,4,no
3268,Femenino,Proyectos personales,no,200.2,8.8,1,3,no
3269,Femenino,Educación,no,289.1,12.7,2,2,si
3270,Masculino,Otros,si,198.4,10.5,1,5,no
3271,Masculino,Negocios,no,180.3,12.8,2,6,no
3272,Masculino,Otros,no,86.3,12.5,2,1,no
3273,Masculino,Negocios,no,295,12.9,2,4,si
3274,Femenino,Educación,no,240.9,14.7,3,8,no
3275,Femenino,Negocios,no,207.7,8,1,5,no
3276,Femenino,Proyectos personales,no,128.5,0,1,0,no
3277,Masculino,Proyectos personales,no,224.4,8.8,1,2,no
3278,Femenino,Proyectos personales,no,164.9,10,2,9,no
3279,Masculino,Proyectos personales,no,238,10.6,2,6,no
3280,Masculino,Negocios,no,231,8.3,2,5,no
3281,Femenino,Negocios,no,107.3,10,4,3,si
3282,Masculino,Otros,no,185,5.1,1,8,no
3283,Masculino,Educación,no,244.1,7.7,3,4,no
3284,Masculino,Proyectos personales,no,238.4,12.4,3,4,no
3285,Masculino,Negocios,no,141.1,13.2,1,2,no
3286,Masculino,Proyectos personales,no,158.1,11.8,0,7,no
3287,Femenino,Otros,no,220.1,13.1,0,8,no
3288,Femenino,Proyectos personales,no,199.5,10.9,4,3,si
3289,Femenino,Negocios,no,109.5,4.9,1,9,no
3290,Masculino,Proyectos personales,no,187.2,13.2,1,5,no
3291,Femenino,Negocios,no,107.9,0,0,0,no
3292,Masculino,Otros,si,172.1,13.9,1,20,si
3293,Masculino,Otros,no,203.8,11.7,1,4,no
3294,Femenino,Otros,no,160,9.1,0,4,no
3295,Masculino,Educación,no,51.1,12.3,1,3,no
3296,Femenino,Negocios,no,227.7,11.7,1,5,no
3297,Femenino,Negocios,no,203.8,9,1,2,no
3298,Masculino,Otros,no,241.7,11.3,1,3,no
3299,Masculino,Proyectos personales,no,78.1,12.3,1,4,no
3300,Femenino,Otros,no,187.8,11,2,4,no
3301,Masculino,Otros,no,127.1,7.1,1,3,no
3302,Masculino,Educación,no,280,10.4,0,4,si
3303,Masculino,Educación,si,153.2,7.8,1,3,no
3304,Masculino,Educación,no,137.1,11.5,2,7,no
3305,Femenino,Proyectos personales,si,186.1,13.8,4,5,si
3306,Femenino,Otros,no,224.1,11.5,2,7,no
3307,Femenino,Proyectos personales,no,83.6,8.1,1,3,no
3308,Femenino,Otros,no,203.9,17.8,4,4,no
3309,Femenino,Proyectos personales,no,211.3,13.3,1,6,no
3310,Masculino,Proyectos personales,si,219.4,12,4,4,no
3311,Masculino,Proyectos personales,no,190.4,13.6,2,17,no
3312,Masculino,Otros,no,147.7,6.9,2,5,no
3313,Masculino,Educación,no,229.9,14.2,2,4,no
3314,Masculino,Negocios,no,102.8,10,1,5,no
3315,Femenino,Negocios,no,178.7,9.1,1,4,no
3316,Masculino,Educación,no,148.5,6.5,0,4,no
3317,Masculino,Otros,no,164.1,12.3,0,9,no
3318,Femenino,Proyectos personales,si,197.2,7.8,1,8,no
3319,Masculino,Negocios,no,124.9,11.6,2,4,no
3320,Femenino,Negocios,no,115.4,15.9,3,6,no
3321,Femenino,Negocios,si,140,9.7,4,4,si
3322,Femenino,Negocios,no,193.9,13.2,3,8,no
3323,Masculino,Otros,no,321.1,11.5,4,2,si
3324,Femenino,Negocios,no,118.4,13.6,5,3,si
3325,Femenino,Otros,no,169.8,11.6,1,4,no
3326,Masculino,Otros,no,193.4,9.3,2,4,no
3327,Femenino,Proyectos personales,no,106.6,14.9,1,7,no
3328,Masculino,Educación,no,134.7,11.8,2,5,no
3329,Masculino,Negocios,no,156.2,9.9,2,6,no
3330,Masculino,Otros,no,231.1,9.6,3,4,no
3331,Masculino,Otros,no,180.8,14.1,2,6,no
3332,Femenino,Educación,si,213.8,5,2,10,no
3333,Masculino,Negocios,no,234.4,13.7,0,4,no
